,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,HousePrice,Prediction
32,-0.44034803,1.0582688,-0.2116378,-0.017761674,0.1062304,-0.0060010944,-0.73620373,0.9166283,1.357,1.4694878
33,-0.6544897,0.5819424,0.2736033,-0.22136866,-0.73514897,0.035749637,0.5724257,-0.95925605,2.1,1.2023075
34,-0.14704175,1.8521463,-0.10728343,-0.050566144,-0.10500197,-0.0523904,0.9992547,-1.4518622,3.229,2.858119
35,-0.27386403,1.8521463,-0.32353047,-0.11293896,-0.80082625,-0.046926536,1.0039451,-1.3324425,2.013,2.3947423
36,-0.3720917,1.613983,-0.23955281,-0.16627745,-0.37303632,-0.02967667,-0.7315133,0.72754717,2.682,1.9938565
37,-1.0273843,0.6613301,-0.5476179,0.026118642,0.9351843,0.06649889,-0.7690367,0.6578857,1.034,1.3990674
38,-0.07137201,-0.6882616,-0.17642929,-0.13074799,-0.5097161,-0.049203902,1.0930632,-1.2379019,2.118,1.8779145
39,-0.42753342,0.42316687,-0.34248936,-0.198698,-0.3437478,0.115904845,-0.74558455,0.7673537,1.375,1.0810481
40,1.181812,0.5025546,0.28623277,-0.3630238,-0.4635645,-0.037516717,-0.68929946,0.5036352,3.273,3.4952576
41,-0.11463456,-0.92642486,0.19073524,-0.07149561,0.67513776,-0.007868184,-1.3178169,1.3594763,1.976,1.6584674
42,-0.21185614,0.5025546,-0.073899515,-0.17022261,-0.04908752,0.02225642,-0.72213244,0.78228116,1.663,1.5567139
43,0.5295908,0.8201056,0.048596587,-0.11034825,-0.6100071,-0.029692156,-0.82532185,0.5981758,4.561,3.120156
44,-0.90744585,0.9788811,-0.8687158,-0.20832448,0.18965831,0.13180415,-0.783108,0.6678373,1.151,1.2439318
45,0.8204083,0.26439136,0.3106257,-0.014525343,-0.3002588,-0.058109324,0.7694237,-1.2030712,3.359,3.258768
46,-1.1723164,1.8521463,-1.1234807,-0.36806834,-0.8079265,0.05238599,0.9992547,-1.3125393,0.95,1.336799
47,-0.60481983,-0.92642486,0.53745604,0.5241937,-0.46267694,-0.02180324,0.9054461,-0.21785876,1.131,1.0702924
48,-0.2904383,1.7727586,0.16006881,-0.3570384,-0.62243253,-0.018303923,0.5161406,-0.09346325,0.701,1.05278
49,-1.1414448,0.8201056,-0.6568787,-0.20103699,0.5473333,0.021320308,0.9335887,-0.6905617,0.588,0.9026772
50,-1.0192295,-0.92642486,-0.4396375,-0.24877338,0.90145814,-0.08718188,1.9373404,-1.128434,0.899,1.0162483
51,-0.40624633,0.42316687,0.13808961,0.09672144,-0.24434434,-0.079835296,-0.23432791,-0.5462629,2.459,2.7895858
52,-1.1789355,-0.8470371,0.027929442,-0.030822089,-0.40498742,-0.047620416,1.8106987,-1.01399,0.633,0.7490834
53,-0.97104234,0.026228124,-0.48354247,-0.17230381,-0.004710973,0.12416525,-1.144271,1.1007336,0.996,0.9112767
54,0.70899534,-0.6882616,-0.20456882,-0.004908165,0.21717177,-0.10679338,-0.74089414,0.5732967,5.00001,3.3938825
55,0.1466352,-0.5294861,-0.3149166,-0.0009737947,-0.36859867,-0.049033303,-0.8628453,0.75740206,2.125,2.5853827
56,-0.3165441,1.8521463,-0.28760487,-0.1843629,-0.26742014,-0.053719945,1.0133259,-1.3125393,2.277,2.4157813
57,0.29866308,0.5025546,-0.29708728,-0.3173996,-0.35972336,-0.036361776,0.95235044,-1.4220073,2.684,2.7417817
58,-0.81742585,-0.13254736,-0.69911605,0.11540817,-0.23014383,-0.031489015,1.0086355,-1.3224909,1.25,1.8079258
59,-0.9703539,-0.29132286,-0.04834221,-0.13019153,5.5459075,0.14058177,0.3191426,-0.17307638,1.063,0.9053929
60,-0.72068083,-0.76764935,0.32761467,0.34775683,-1.0014082,-0.03220645,2.176552,-0.6855859,0.641,0.74247706
61,-0.035840593,-0.5294861,0.3100029,0.011543438,0.022802487,0.05669933,-1.1208189,1.1355644,1.31,1.4976132
62,0.3422963,0.5819424,-0.0052235755,-0.13596785,-0.2833957,-0.05559979,-0.8909879,0.6330066,3.5,3.1337059
63,-0.86434215,0.026228124,-0.7412222,0.044322092,-0.48664027,-0.091867104,-1.3506498,1.2400566,1.4,2.0105855
64,-1.1900556,-1.1645881,1.7105044,3.0712562,0.13818151,-0.06657149,-0.6611569,1.4739202,0.674,1.0023624
65,-1.2156849,0.7407178,-0.98013043,-0.38610393,-0.1085521,0.08883011,-0.75965583,0.6578857,1.231,1.1526777
66,-0.44744372,-1.79969,-0.22748408,0.32472244,-0.11476481,-0.03662727,-0.70337075,1.1654193,1.075,1.4351085
67,0.4520677,-1.3233635,-0.066506,-0.26323998,0.8606317,-0.022009568,-0.7315133,0.981314,1.587,1.823902
68,-0.59189934,0.5025546,-0.087082066,-0.106715865,-0.17689198,-0.052703436,1.3979411,-1.6309918,1.74,1.5388521
69,-0.6469704,-0.21193512,-0.68684703,0.022484908,0.3467513,-0.09481579,1.0039451,-1.4170315,2.875,2.3122673
70,0.032256875,0.5025546,-0.2771895,-0.22263919,-0.1289653,0.08501181,-0.7549654,0.82706356,1.595,1.3490485
71,-0.019054515,0.42316687,-0.16035941,0.007799557,-0.2629825,-0.027466292,-0.81125057,0.6131033,2.354,2.6955507
72,0.28621912,0.5819424,-0.18599087,-0.111879125,-0.0029359108,0.108215235,-0.8534644,0.6529098,1.669,2.0329993
73,0.16072069,-1.1645881,0.2352913,-0.25099155,0.42929167,0.08049312,-1.3787924,1.2500083,1.43,1.6359318
74,1.2065411,-2.0378532,0.14056551,0.17892243,1.4535024,-0.052278135,-0.91913044,0.87682176,3.58,3.2256289
75,-0.86476576,0.6613301,0.3401442,-0.4087304,-1.2055404,0.01237613,0.94296956,-0.68061006,2.25,0.5466707
76,0.2800766,0.34377912,-0.25853658,-0.1311885,1.5262799,0.2165795,-0.9003687,0.8370152,1.807,1.4228425
77,0.5663931,1.8521463,0.34128416,-0.37998366,-0.6712467,-0.028848713,1.0227069,-1.3224909,3.134,3.060131
78,-0.08773447,-0.21193512,-0.6530923,-0.15361512,1.6256834,0.13266015,-0.881607,0.8370152,1.768,1.4893701
79,-1.2970735,1.8521463,-0.8973941,-0.42370325,-0.621545,0.08689559,-0.7549654,0.68774056,1.406,1.0792239
80,-1.091828,1.1376566,-0.4681444,-0.1654731,0.22782214,0.042331815,-0.7549654,0.71261966,1.588,1.068744
81,-0.63378507,-0.3707106,-0.7221849,0.04440081,0.58105946,-0.06080453,-0.82532185,0.7175955,1.682,2.2874916
82,-0.6302372,1.8521463,-0.23592125,0.25007093,-0.17067926,-0.062933825,1.1587292,-1.3324425,1.097,2.0044405
83,-0.5882985,0.34377912,-0.9057925,0.117779836,-1.0342469,-0.12530163,1.0930632,-1.4618139,2.313,2.3955324
84,-1.2305117,-0.45009837,-0.71829885,-0.29354864,-0.25055704,-0.012981073,-1.24277,2.011309,0.694,0.57990456
85,-1.0744064,0.8201056,-0.12609649,-0.26176605,-0.79461354,0.009928718,1.7872466,-1.1732163,0.705,0.4966276
86,-0.37124446,-1.5615268,-0.08360602,-0.24326053,0.38669017,-0.013106428,0.32383305,0.17025524,0.95,0.8659576
87,-0.64432275,-0.45009837,-0.5548451,-0.13688348,-0.24966952,0.17767839,-0.8862974,0.82706356,1.563,1.058143
88,0.71561444,-1.5615268,-0.03221582,-0.17083357,-0.6703592,-0.06651543,-0.92382085,0.88179755,1.996,2.5877392
89,0.8816219,1.8521463,0.23610058,-0.20832448,-0.523029,-0.05098866,0.7928759,-1.1632646,2.958,3.6601923
90,-0.16170971,0.34377912,-0.19747134,0.05215937,0.17368275,0.035415,-0.8018697,0.7474504,1.728,1.9448119
91,-0.6402983,0.8201056,-0.046703774,0.16255908,0.08315459,-0.01926904,-0.7877984,0.63798237,1.363,1.988736
92,0.5881038,-1.0058126,4.1298213,3.4331253,0.28284907,0.009643187,-0.6470856,1.175371,1.625,2.1126142
93,-0.042194948,-0.8470371,-0.020321924,-0.0923,-0.6011318,-0.023313755,0.44109374,0.06576301,0.873,1.0613663
94,0.40456894,-0.29132286,0.5031385,-0.16673079,-0.5239166,0.004064166,-0.82063144,0.87184596,2.457,2.0135412
95,-0.40174535,-0.45009837,-0.10589189,-0.109181866,-0.4697772,-0.059434034,-1.3131263,1.2798632,1.433,1.6617521
96,2.6066165,1.8521463,0.93345004,-0.34653547,-0.40853757,-0.006359228,-0.6799186,0.72754717,4.441,4.324202
97,0.49914286,1.2964321,-0.02573935,-0.09256489,-0.3002588,-0.05058605,0.9898738,-1.4468864,2.978,3.29777
98,-0.8376539,-0.45009837,-0.0037987123,0.2966478,0.0547536,-0.061579775,-0.3656599,-0.43181905,1.148,2.1410804
99,-0.33100024,0.5819424,-0.1475819,-0.028045405,0.16214485,-0.06503862,-0.7737271,0.7673537,1.986,2.2586343
100,-0.10134337,0.89949334,-0.075559914,-0.032694012,-0.21949346,0.010540571,-0.72213244,0.7424746,2.104,1.933921
101,0.5656518,-1.0852003,0.40637153,-0.23331842,-0.017136406,0.0064657144,0.55835444,-0.083511606,1.094,1.3155429
102,-0.16012113,-0.21193512,-1.1187565,-0.00016678951,0.8375559,-0.03381563,0.8210184,-1.208047,2.222,2.5791612
103,-1.1920679,1.8521463,-0.16704945,-0.18940203,-0.6472834,-0.008957316,1.0227069,-1.3423942,0.875,1.0729882
104,-0.57172424,0.5025546,-0.14385845,0.14649257,0.46390536,-0.016872445,-0.84408355,0.68774056,1.592,2.08535
105,-0.42398557,1.3758198,-0.0217199,-0.109617084,0.13551892,0.02065767,-1.3412689,2.0013573,0.708,0.39662775
106,0.26726198,-0.92642486,0.50361454,-0.18098612,1.0505633,-0.013930095,1.3135134,-1.5314754,2.159,2.1745563
107,0.114651635,-0.053159624,-0.6428874,-0.2165501,0.048540886,-0.028184239,-0.81125057,0.6131033,2.414,2.7018356
108,0.43544048,-0.92642486,0.29474816,-0.25129005,0.5357954,-0.0056547252,0.92420787,-0.68061006,1.422,1.5971344
109,0.35786444,0.6613301,0.13839266,-0.093268886,0.033452857,-0.004423639,-0.7971793,0.6280307,1.688,2.7743402
110,-0.4198023,1.8521463,-0.73030436,0.0023964562,-0.7049729,-0.1260466,-0.7737271,0.5533934,4.125,3.2219474
111,0.042741556,0.34377912,0.3458603,-0.1878654,-0.1547037,-0.01658396,-1.3318881,1.2151775,1.798,1.970373
112,-0.31029564,-0.92642486,0.025235236,-0.07693251,0.19409597,0.04205302,1.0743016,-0.73036826,1.565,1.1252874
113,-0.13645117,0.8201056,-0.36430588,-0.27600542,-0.5035034,0.053756706,-0.7784176,0.7474504,1.578,1.5990351
114,1.4378924,-0.92642486,0.5033138,-0.26907745,-0.5993567,-0.01187637,-0.82063144,0.8121361,3.49,2.9134076
115,-0.1154818,-0.053159624,-0.067512415,-0.18664122,-0.5168163,-0.027392302,1.4307741,-0.9094978,1.052,1.1315389
116,-0.6309786,-0.8470371,-0.01664881,-0.2453743,-0.6712467,-0.023224454,0.6896864,-0.34225428,0.759,0.9745773
117,1.0746353,-0.3707106,0.54559124,-0.147465,0.44881734,-0.012128016,0.74597156,-1.1334097,2.714,3.1191316
118,0.76623744,-1.0852003,0.32521728,-0.33396757,-0.13340296,0.015876055,0.586497,-0.043705042,1.675,1.3540872
119,-1.068158,-0.92642486,-0.93111086,-0.46666023,-0.29937124,-0.022059716,1.0039451,-1.4120557,0.725,1.6183625
120,-0.31749722,-0.76764935,0.15892003,-0.03485837,0.58638465,0.024906075,-1.0692241,1.2350808,1.688,1.1714025
121,0.41928986,0.18500362,-0.51482975,0.019233216,-0.76976264,-0.105265416,-0.8909879,0.73749876,4.571,3.4093997
122,-0.83468854,0.9788811,-0.8197808,-0.007918554,-0.5816061,0.019019105,-0.7643463,0.73252296,1.9,1.6185086
123,-0.7988923,0.6613301,-0.7005743,-0.031461943,-0.30469644,-0.1261691,-0.8769166,0.6976922,3.25,2.5598483
124,-1.4437002,-0.92642486,-1.5453961,-0.14822033,2.2052412,0.026150085,-0.74089414,0.6529098,1.375,1.8243114
125,-0.6005836,0.10561587,-0.52746165,0.012122038,0.6334238,-0.073429614,-0.83939314,0.71261966,2.181,2.368206
126,-0.66651,-0.5294861,-0.28949264,-0.014331544,-0.49285302,-0.06349363,1.3932507,-0.87466705,1.422,1.1327146
127,-0.16674024,0.26439136,-0.6278611,-0.2143476,0.40621588,0.16467735,-0.815941,0.6976922,1.464,1.2919635
128,1.5142505,-0.21193512,0.6496823,-0.19533156,0.2500104,0.01970394,0.9288983,-1.4269831,3.446,3.571368
129,-0.8001103,-1.1645881,-0.02699318,0.1496656,-0.62953275,-0.0030927663,1.3463464,0.020980624,0.957,0.82194686
130,0.41526544,1.2964321,0.12479361,-0.24135017,-0.665034,-0.04594926,-0.8675357,0.7175955,2.125,2.964409
131,-0.5607101,0.34377912,0.36365315,-0.12753256,-0.77775043,-0.017684748,1.3651081,-0.8846187,1.188,0.8264967
132,0.3094125,-0.5294861,0.06323567,-0.053431068,2.6392438,-0.028803028,-0.9003687,0.77730536,2.678,2.5116997
133,0.17681837,0.026228124,-0.04474581,-0.13577247,1.200556,0.032571923,-0.6658473,0.20508598,1.971,2.7270114
134,0.86187047,-1.79969,0.5837838,-0.1663136,1.1260035,-0.033304796,1.3604177,-1.5762578,2.542,2.576309
135,-1.2557173,0.8201056,-0.4467255,0.15396924,-0.15292865,0.031069173,-0.71744204,1.145516,0.695,0.9406706
136,-0.35001034,0.5025546,-0.3392707,-0.32359064,-0.8514155,-0.0033160972,-0.783108,0.72754717,1.974,1.6930758
137,-0.8503626,-1.4821391,0.37080693,0.47731626,-0.750237,-0.0659314,1.6277721,-1.6459192,0.711,1.4757609
138,-0.51787114,-0.053159624,0.20644048,-0.060630783,-0.17689198,-0.0052415896,1.0320877,-0.6905617,1.419,1.0056329
139,-0.15085436,1.1376566,0.036886282,-0.06972038,-0.57184327,-0.06188156,-0.72213244,0.75740206,2.567,2.2579548
140,0.7815409,0.89949334,0.13377115,-0.22017644,-0.3836867,-0.035269447,-0.6986803,0.6728131,3.704,2.9936337
141,0.24925798,0.10561587,0.28778473,-0.113018654,0.15149447,-0.008891509,-1.3178169,1.1902984,1.733,2.1992745
142,1.8798906,1.8521463,0.5956573,-0.095274985,-0.4440388,-0.03795269,-0.71744204,0.71261966,4.691,4.326837
143,0.18274911,-1.0058126,-0.8712034,-0.0042073335,-0.82656467,-0.12755689,0.8069472,-1.208047,2.536,2.9227357
144,0.6401565,-0.29132286,-0.048200626,-0.28857267,-0.11476481,-0.026944917,-0.8956783,0.76237786,2.661,2.6630337
145,0.03797579,0.5025546,-0.4582231,-0.15583721,0.3272256,0.014164623,-0.80656016,0.7175955,1.905,2.2915792
146,0.04226498,1.3758198,-0.3093315,-0.3870649,-0.90733,-0.029296013,0.6803056,-1.2478536,2.226,2.8505847
147,-0.7919555,-1.1645881,-0.20631652,0.12454348,-0.1431658,0.040050708,-0.82063144,0.99624145,1.079,1.2520746
148,0.53695124,-0.053159624,0.5016851,-0.08795218,1.0656514,-0.024437238,1.4026315,-0.8846187,1.464,1.7706913
149,0.16188565,1.3758198,-1.1755164,-1.1530952,-1.2108655,0.128803,-0.85815483,0.7922328,1.625,1.1014302
150,-0.7094019,1.0582688,-0.6937139,-0.0061252126,0.453255,0.09875826,-0.72682285,0.6777889,1.497,1.4113835
151,1.9269657,-1.1645881,0.8738406,-0.07065296,2.3765347,0.0070571653,0.6990673,-1.0040385,3.445,3.5180058
152,1.0459348,0.26439136,0.4840426,-0.0138128465,-0.3863493,0.04349965,-0.8769166,0.78228116,2.175,2.81928
153,-0.7179273,-0.45009837,-0.3588326,-0.0849193,-0.78307563,-0.13932602,0.7788046,-1.0786757,1.337,1.9846302
154,-1.3980018,0.7407178,-1.0912298,0.15864319,-0.30114633,-0.14565462,1.374489,-0.9493044,0.879,1.3097672
155,1.4498068,1.2170444,0.49559513,-0.34475717,-0.45202658,-0.009650574,-0.71275157,0.7673537,5.00001,3.2850535
156,-0.70410657,0.6613301,-0.8845323,-0.009922613,-1.064423,-0.06537814,0.46454588,-1.1334097,1.083,2.524079
157,-1.1343491,1.2964321,-0.17290428,-0.11943475,-1.0413471,-0.08455321,0.9992547,-0.63582766,1.094,0.7954478
158,0.21547402,1.2170444,-0.443627,-0.19367687,-0.8514155,-0.12556519,-0.6986803,0.6230549,3.318,3.3710325
159,1.1608427,-1.3233635,0.2482272,-0.52212733,-0.5904814,-0.032069214,-0.018568212,0.94648325,1.028,1.343933
160,-0.3629838,-1.0852003,-0.031058721,0.0011495869,-0.28428322,-0.049119238,0.004883928,0.9166283,0.817,1.1208373
161,-0.3214687,-0.29132286,-0.07729992,0.38892788,0.28284907,-0.03694089,-0.848774,0.7922328,1.99,2.3878477
162,-1.2961204,-1.0852003,-0.48082384,-0.09259354,2.9347916,-0.009957082,0.980493,-1.3921524,2.034,1.5729591
163,-1.150288,1.2170444,-0.4100215,-0.047675196,-0.5949191,-0.0034379142,-0.7971793,0.6578857,0.996,1.3553892
164,-1.1619376,1.3758198,-0.85572666,-0.23000774,0.0041643367,0.12804642,-0.74558455,0.6927164,1.336,1.0597584
165,-0.33211225,0.42316687,-0.09881329,-0.17124002,-0.018911468,-0.039239094,1.1728005,-0.84978795,1.018,1.0981389
166,-0.4118064,1.0582688,0.27248487,-0.27783465,-0.721836,-0.02747699,0.4973789,-0.02380176,1.333,0.87788606
167,0.3913307,-0.60887384,-0.0072999033,-0.19724676,-0.5239166,-0.08148641,1.111825,-1.4817172,2.395,2.6894777
168,3.291298,-2.0378532,0.9925347,0.012122038,-0.3898994,-0.046719447,-0.9519634,0.99126565,3.782,4.4131055
169,-0.8357476,1.5345954,-0.15475488,-0.007918554,-0.4289508,-0.041244432,-0.13113849,0.2797233,0.7,1.2646223
170,0.13318516,0.10561587,-0.596588,-0.2595911,-0.9978581,-0.06036322,-0.6799186,0.5882242,2.167,2.6074612
171,-0.18167296,-1.0852003,0.32441518,0.102954164,-0.20440544,-0.02759826,1.7309614,-0.904522,1.072,1.2441965
172,-0.8666721,0.26439136,0.12308112,-0.18716839,0.099130146,-0.012905961,1.4307741,-0.9294011,0.892,0.7228546
173,-1.1230172,0.42316687,-0.45150122,0.06723367,0.32545054,0.060844373,-1.3787924,1.230105,0.794,1.0871744
174,0.44571337,-1.1645881,-0.19752394,-0.12667762,1.125116,-0.0073844525,0.7881854,-1.1035548,2.276,2.2404447
175,-0.5177123,0.026228124,0.1705897,-0.07409475,-0.2665326,-0.038211353,2.415764,-2.262921,0.83,1.1203889
176,-0.0964717,-1.8790778,-0.15776595,0.19682784,1.3336858,-0.1053586,1.3932507,-0.96920764,1.788,1.5810057
177,-0.23171349,1.3758198,0.03951923,0.10003821,-0.49995324,-0.043542854,-0.8675357,0.8618943,2.0,2.1978014
178,0.06259891,1.0582688,-0.061247367,-0.2530096,-0.87005365,-0.0063763345,-0.6799186,0.5832484,1.938,2.32393
179,1.1765697,-0.92642486,0.4818788,-0.14969508,2.1227007,-0.017383354,-0.82532185,0.8917492,2.526,2.8205688
180,-0.6745059,-1.0852003,-0.15831113,-0.15882872,-0.2665326,-0.09432087,-1.1301997,1.1206369,1.556,1.662492
181,2.0388024,1.0582688,0.0830992,-0.19848311,-0.8327774,-0.07455069,-0.70337075,0.5981758,3.867,4.3635173
182,0.6134682,-0.76764935,0.2709282,-0.16455351,0.19143337,-0.0119831255,-1.1536518,1.1654193,2.002,2.269685
183,0.2225697,0.34377912,0.40947154,0.04964485,-1.0812861,-0.06979441,1.1681101,-1.1234581,0.813,2.088283
184,-0.72068083,-0.5294861,-0.21314575,-0.1818709,-0.6188824,-0.015142566,1.374489,-0.8597396,1.016,0.9713706
185,-0.9118939,0.5025546,-1.008111,-0.0024600273,-0.7662125,-0.07375943,-0.5626579,-0.12331817,2.6,2.82466
186,-0.2573427,-1.0852003,-0.026653552,-0.1774928,-0.94460624,-0.045232173,1.4729879,-1.4966446,1.031,1.5456142
187,-0.24585192,-0.29132286,0.33766064,0.26763958,-0.73426145,-0.113589086,-1.0410815,0.9614107,2.494,2.5604465
188,1.6579648,-0.5294861,0.49198598,-0.25699857,2.5638037,-0.0034954387,0.8960653,-1.2179987,2.848,3.4956868
189,0.1157107,0.34377912,-0.03933864,-0.17826359,0.23669745,-0.04428145,0.9195174,-1.4468864,2.706,2.6721246
190,0.15214232,-0.29132286,0.12010865,0.04663482,0.3724897,-0.04120458,1.0836824,-1.1831679,1.812,2.1129625
191,-0.05437412,0.34377912,0.09802924,0.026037266,0.2295972,0.20124963,-0.73620373,0.8917492,1.163,0.84860945
192,0.94701874,0.42316687,0.3182137,-0.34784758,-0.37303632,-0.04543235,0.7694237,-1.1682405,3.762,3.2055883
193,-0.7974626,1.0582688,-0.34237355,-0.20401046,0.22515954,0.014215281,0.783495,-0.4467465,0.756,0.8602629
194,-0.52210736,1.1376566,0.398236,-0.074042335,-0.72716117,-0.0014511243,0.93827915,-0.79505396,1.875,0.97363603
195,-1.0578321,-0.92642486,-0.388488,-0.17194717,-0.6996477,-0.08081937,-0.32813647,-0.44177067,1.094,1.7343813
196,-0.67175233,-0.76764935,-0.76973104,0.011791037,1.5449181,-0.05967368,-0.6986803,0.6678373,1.929,2.1304228
197,1.3105407,1.1376566,0.4068446,-0.35147157,-0.62598264,-0.061832886,0.54428315,-0.10839071,1.693,2.5824535
198,0.30845937,0.5025546,0.34452328,-0.10035067,-0.6854472,-0.03503373,-0.70337075,1.1504918,0.976,1.4748279
199,-0.58321506,0.26439136,-0.18979628,-0.15439261,-0.19375506,0.047403306,-0.783108,1.1057096,0.822,0.8486072
200,-0.69616365,0.26439136,-0.6779447,-0.05749265,-0.65438366,-0.10465523,-0.6705377,0.6728131,2.0,2.1518757
201,-0.4171017,-1.0852003,-0.20435219,-0.1108297,0.5677465,-0.046560187,1.4213933,-0.8547638,1.198,1.244778
202,-0.24410447,0.7407178,-0.22989726,-0.29596376,-0.22126853,0.039746724,-0.62832385,0.5683209,1.555,1.6539624
203,-0.88441133,0.26439136,0.17831904,-0.0805294,-0.49906573,0.0020544375,0.4364033,-0.043705042,1.1,0.6224756
204,-0.18564443,0.026228124,9.206359,9.544414,-0.9055549,-0.07857532,-0.62832385,1.2898148,1.571,1.3428963
205,-0.07349013,0.10561587,0.03519513,0.012898258,0.012152116,-0.04662028,0.96173126,-1.2528294,1.958,2.1954052
206,0.6624497,0.026228124,0.40722358,-0.17394686,-0.042874806,-0.034368,-0.74089414,0.83203936,2.183,2.5159779
207,1.6735859,-1.79969,0.4941228,-0.5840856,-0.9872078,0.03990951,-0.7971793,1.006193,2.571,2.3400192
208,-0.6703756,0.026228124,0.1014039,-0.095274985,0.58727217,-0.023928793,0.66154385,-0.6408035,1.042,1.1200172
209,-0.736249,0.18500362,-0.5450828,-0.056918904,-0.03044937,0.057801165,-0.74089414,0.7723295,1.706,1.2980155
210,0.5025319,-1.0852003,0.49696532,-0.17776753,0.22782214,0.017857363,0.553664,-0.053656682,0.936,1.2566439
211,-0.41455996,-1.7203023,0.036657263,-0.09810122,-1.05111,-0.0035932306,1.6183912,-0.70548916,1.625,1.2065029
212,2.093185,-1.5615268,0.5426282,-0.26275572,-0.42273805,-0.014137495,-0.9003687,0.90170085,3.047,3.3748353
213,0.059527636,-0.92642486,0.3549034,-0.12529917,0.56419635,-0.035243507,1.5808678,-0.7154408,1.854,1.2937781
214,-0.36425468,1.4552076,-0.631493,-0.1328291,-0.14050321,-0.017395124,-0.7549654,0.6280307,1.215,2.3928638
